id,address,brokers,city,country,county,countyFIPS,dateAdded,dateUpdated,descriptions,domains,features,floorSizeValue,floorSizeUnit,geoLocation,imageURLs,keys,latitude,legalDescription,longitude,lotSizeValue,lotSizeUnit,mostRecentBrokerAgent,mostRecentBrokerCompany,mostRecentBrokerDateSeen,mostRecentPriceAmount.1,mostRecentPriceDomain.1,mostRecentPricePerSquareFoot,mostRecentPriceDate.1,mostRecentPriceFirstDateSeen.1,mostRecentStatus,mostRecentStatusDate,mostRecentStatusFirstDateSeen,mlsNumber,neighborhoods,numBathroom,numBedroom,numFloor,parking,people,postalCode,prices,propertyType,province,subdivision,sourceURLs,statuses,transactions,yearBuilt
you,theory,probably,feel,physical,medical,626.52,2024-01-05,2025-05-18,wide,science,air,7827.1,793.13,different,magazine,international,-42.622922,growth,-129.750967,9564.19,6367.08,throw,song,2024-02-12,155825.28,382157.02,867357.18,2022-03-14,2023-07-26,right,2024-08-14,2023-06-13,8,development,8,10,7,cup,live,check,210827.42,series,early,network,home,financial,yes,2009
everybody,all,space,first,apply,edge,586.6,2022-09-19,2023-02-05,season,either,some,9030.81,5121.55,quickly,commercial,treatment,-6.260166,more,-151.53346,3107.35,8312.51,miss,lose,2022-07-09,912053.97,211703.0,873175.92,2024-12-27,2022-05-10,whatever,2021-10-03,2022-01-10,1,reason,4,6,9,education,something,cause,889698.85,memory,tonight,determine,finally,ready,human,1971
dark,check,see,forget,energy,space,449.89,2023-05-21,2024-03-21,push,travel,daughter,5951.67,2109.15,full,child,ahead,-17.922252,relationship,69.412972,5475.02,4787.18,others,quite,2021-11-04,931532.65,270812.37,588586.44,2020-09-26,2020-12-27,college,2022-07-02,2023-04-02,5,cold,2,2,3,civil,meeting,one,305918.23,receive,back,model,red,risk,other,1990
production,her,cultural,everything,because,road,107.78,2020-12-26,2023-02-08,occur,like,conference,1330.56,4299.37,ground,campaign,away,-12.770352,industry,115.735721,4094.79,791.66,listen,budget,2023-05-26,667238.04,544044.08,181410.18,2020-11-21,2023-12-28,piece,2024-12-01,2024-04-13,1,cause,3,8,9,between,scientist,kid,424264.77,contain,individual,impact,first,think,affect,1907
the,team,trial,movement,employee,number,328.47,2025-05-27,2020-11-20,short,keep,job,2624.66,8071.71,huge,account,over,-29.069033,effort,-46.092088,7091.12,1301.68,first,how,2024-10-30,219073.27,418977.4,549916.47,2022-01-31,2024-10-21,big,2024-08-24,2025-01-21,2,our,4,6,3,plant,hold,couple,250421.32,forget,place,somebody,strategy,sport,tax,1993
rather,early,indicate,around,interview,compare,953.02,2024-07-31,2025-02-18,knowledge,world,believe,1956.31,4166.55,piece,form,on,16.25379,today,-21.439694,9891.66,7803.4,spend,billion,2022-06-30,786399.97,856058.71,324217.81,2022-10-04,2025-05-16,buy,2025-06-21,2020-09-12,3,economy,9,3,8,eight,education,energy,707511.22,operation,various,catch,thus,father,see,1905
age,still,media,speak,buy,job,78.94,2021-05-02,2023-09-20,money,road,also,4743.68,9143.24,cover,open,continue,-53.079,bring,-34.663137,3849.39,4585.24,alone,challenge,2023-02-19,962548.62,236715.41,518207.84,2021-12-28,2025-01-31,data,2022-06-01,2023-11-29,1,sea,2,2,5,foot,factor,themselves,248303.94,study,offer,argue,us,argue,run,1976
trouble,cost,fill,only,former,beautiful,17.9,2023-03-09,2024-06-11,positive,should,technology,5842.36,6822.9,particular,serve,back,44.82907,side,-8.141424,1306.35,5108.21,walk,certain,2024-09-14,403099.16,203012.27,862430.85,2023-02-10,2020-10-02,receive,2023-04-24,2020-08-08,1,among,4,10,10,between,dinner,significant,63903.58,manager,behavior,ability,particularly,positive,image,1908
car,election,idea,loss,call,they,189.61,2024-01-14,2023-09-10,phone,society,million,9664.18,988.81,view,hand,itself,75.444001,government,174.669719,548.81,5627.62,often,have,2023-04-27,501536.42,886964.01,407939.13,2022-01-28,2024-07-12,Mrs,2023-09-01,2024-01-09,5,with,9,3,4,country,dream,show,983137.95,mention,only,reduce,eye,individual,news,1962
owner,think,risk,any,energy,force,123.72,2022-11-03,2025-05-03,lose,long,name,5198.12,239.33,student,talk,fear,-74.006898,against,46.190744,756.18,1267.46,now,impact,2024-01-19,958099.83,345247.4,343599.3,2023-01-23,2023-03-15,edge,2021-07-14,2021-01-08,5,least,9,8,10,boy,capital,education,860263.27,suffer,perhaps,summer,near,environment,gas,1994
particular,per,yard,fact,magazine,goal,476.39,2022-05-24,2021-05-03,model,act,since,5628.82,5213.0,economy,seem,purpose,45.802902,anyone,-16.40422,8977.04,9126.59,present,drive,2024-10-11,811354.09,736182.23,570439.95,2025-04-05,2025-01-24,low,2024-05-20,2022-04-01,7,final,1,5,4,during,indeed,recognize,290293.31,serve,energy,everyone,guess,them,author,1922
box,note,else,dinner,meet,none,715.44,2020-08-21,2023-04-03,kind,card,follow,5447.07,3027.3,state,democratic,down,-45.023541,particular,-42.726884,432.3,4552.04,hope,market,2021-09-06,853226.19,487205.69,135244.77,2023-11-26,2022-12-03,study,2022-02-24,2023-03-17,3,glass,3,10,1,chance,you,against,362132.15,rest,item,thus,growth,out,front,1986
each,small,always,group,degree,ask,354.33,2021-10-01,2023-08-02,discuss,through,war,3596.2,4133.08,agency,during,though,70.854972,doctor,-97.337312,4744.26,5714.38,station,smile,2021-07-29,367552.46,316502.7,466740.01,2022-07-17,2025-01-18,among,2022-08-14,2022-04-29,5,something,5,8,7,perform,phone,set,647763.87,drop,food,might,money,kitchen,almost,1949
recognize,particularly,national,later,mouth,increase,953.18,2020-12-12,2023-04-01,behind,forget,support,2266.38,3641.81,improve,land,stay,40.839668,language,-63.405911,2884.94,229.44,stage,bill,2023-02-04,798193.92,553116.81,579049.73,2022-09-28,2023-08-06,sea,2025-07-04,2021-01-08,2,know,9,10,7,bit,operation,college,581003.91,show,figure,close,piece,south,fall,2004
tend,out,she,return,work,during,958.18,2023-12-28,2020-08-25,trial,anything,learn,6633.18,3918.76,education,somebody,scientist,26.200462,letter,10.348563,9253.48,4474.85,case,point,2024-06-21,445106.94,403390.25,581217.69,2023-09-07,2020-08-24,professor,2022-07-03,2021-02-19,5,decade,2,5,3,smile,officer,media,493481.32,administration,history,very,store,then,meet,1920
turn,get,financial,color,ok,upon,487.28,2022-12-20,2022-12-01,fast,especially,sister,3906.5,8368.29,significant,reveal,hit,-23.56214,key,-86.669028,9865.63,1481.51,we,science,2021-11-19,686717.16,318507.82,823998.83,2024-03-15,2025-03-15,wear,2021-03-20,2022-11-19,8,cost,3,9,4,suffer,PM,onto,483321.33,yeah,issue,you,grow,enjoy,record,1956
all,special,sea,pull,energy,first,507.03,2025-06-18,2025-03-04,enough,first,talk,6844.68,4531.98,might,here,order,55.396131,picture,-12.827517,7482.86,9933.44,wonder,western,2021-08-31,162537.48,436909.19,357527.74,2021-01-05,2023-02-19,situation,2024-04-26,2024-05-13,2,difference,7,10,9,form,and,agent,733417.22,push,miss,man,go,may,important,1977
source,west,always,source,huge,forget,994.47,2023-03-05,2024-08-15,exist,describe,material,7482.16,5059.3,at,customer,administration,-48.118635,do,-104.879839,7657.9,231.51,last,nothing,2024-10-29,719913.87,783364.06,414159.58,2024-04-25,2021-05-18,ball,2021-11-05,2023-04-08,10,same,9,6,7,scene,concern,employee,230149.88,meet,also,show,may,try,east,2016
how,career,significant,send,entire,present,297.25,2021-07-27,2021-03-20,scientist,rich,least,1918.61,4411.32,gun,law,door,43.942585,sense,-2.420442,4030.49,9178.99,particular,per,2023-11-07,521354.77,417615.53,301547.19,2020-12-17,2021-08-23,manager,2023-04-18,2024-07-30,6,surface,10,2,5,rate,most,marriage,628723.5,miss,your,player,major,seem,necessary,1908
reality,here,book,step,report,run,175.22,2020-11-19,2020-09-14,social,soldier,ground,4603.4,7026.56,region,ever,lose,84.760977,way,-42.961249,2523.33,6250.39,simply,focus,2021-06-04,326764.6,251883.62,612384.99,2021-11-07,2020-11-10,role,2023-09-13,2023-05-28,7,build,4,2,1,time,method,industry,479788.07,suggest,career,character,quite,available,exist,1918
generation,federal,between,weight,window,appear,704.21,2022-06-23,2023-09-19,never,human,someone,2492.85,4129.35,hundred,than,continue,1.781604,group,-121.728255,5302.12,7873.88,firm,free,2024-03-31,211383.94,372541.99,738900.13,2023-10-30,2025-01-01,class,2021-10-31,2022-06-17,8,fund,3,6,1,reality,hope,record,980438.67,eight,laugh,reality,price,paper,idea,1944
network,close,positive,ok,why,mind,200.99,2023-03-05,2021-12-05,child,million,parent,5679.08,4041.79,learn,poor,most,-58.69055,amount,53.803138,3624.8,7335.47,head,their,2024-09-25,491385.78,848538.92,139203.43,2022-12-22,2025-04-27,story,2023-08-19,2023-08-26,8,matter,10,9,1,crime,others,majority,750544.65,fear,represent,return,voice,Mr,condition,1933
party,better,fear,blood,again,water,321.14,2022-10-25,2021-08-24,this,so,capital,5894.1,4056.66,pay,beyond,sense,66.93186,main,-142.885397,1343.66,6516.56,interesting,democratic,2021-09-12,712501.21,694390.09,164538.62,2021-05-24,2023-06-08,west,2024-12-22,2020-11-09,8,matter,7,3,7,half,organization,price,683017.48,dream,air,none,movie,drive,true,1907
class,animal,lay,recently,poor,beyond,455.5,2023-07-20,2025-03-19,policy,mouth,may,7297.09,7361.1,treat,girl,child,79.157867,car,-158.247013,4678.85,3706.05,indeed,yes,2024-11-26,203819.92,514710.25,703936.42,2021-02-04,2022-10-27,task,2021-08-29,2024-01-06,4,yes,10,10,10,admit,who,friend,805449.07,reduce,return,standard,expert,book,spend,1920
spend,bank,want,admit,parent,share,300.7,2025-07-02,2022-04-07,shake,use,sound,7584.17,8079.86,green,painting,guess,46.968523,particularly,157.502911,3985.55,2182.96,worry,commercial,2024-05-08,203546.16,463566.84,369599.93,2021-12-15,2020-10-06,around,2022-10-19,2021-05-31,2,deep,2,2,8,boy,today,itself,743344.46,road,short,sport,term,happen,until,1994
soon,across,then,knowledge,fight,factor,840.23,2023-04-26,2024-10-25,wish,fire,level,1816.23,6471.58,until,day,political,4.584592,good,-0.99539,3691.8,5423.46,manager,those,2023-08-21,436379.62,813976.36,905474.4,2021-04-16,2022-06-11,include,2022-10-15,2024-06-26,2,goal,7,2,4,what,area,number,744473.45,produce,summer,bag,power,newspaper,heavy,1963
imagine,street,become,simply,hope,day,614.75,2025-04-08,2021-09-20,step,item,development,6851.98,5857.53,should,point,off,-62.856421,my,-22.348363,9950.54,4729.62,shake,wall,2021-08-17,510941.1,711604.43,62415.39,2021-10-23,2023-08-29,husband,2020-11-17,2023-05-18,4,model,8,10,8,Mrs,approach,make,755591.2,road,by,center,never,environmental,carry,1981
move,itself,age,main,house,raise,553.73,2025-05-28,2024-03-22,key,capital,other,591.55,6217.67,born,system,page,38.259089,hard,-82.65357,5626.46,1032.49,nearly,thank,2023-01-12,429813.12,113354.09,861179.03,2020-08-16,2020-08-12,analysis,2023-10-26,2022-01-30,10,college,4,5,8,already,however,about,640940.69,employee,task,system,last,including,explain,1907
space,fill,resource,lay,impact,anyone,442.25,2025-05-13,2024-11-09,baby,front,technology,6180.99,9304.51,blue,rise,activity,-61.337853,actually,108.873519,1048.66,3982.71,understand,chair,2023-07-24,705257.1,476063.18,466894.94,2023-02-23,2025-03-27,sort,2022-07-14,2021-08-05,4,tend,10,8,10,end,though,ground,867876.58,participant,suddenly,west,act,become,people,1945
manager,everything,all,age,address,Republican,891.83,2025-04-21,2022-04-07,idea,standard,beyond,1275.59,5809.75,edge,service,fall,-61.593645,appear,29.599483,4771.07,1454.93,benefit,sing,2022-05-17,599120.46,51279.21,997049.08,2020-12-04,2024-10-28,left,2023-08-26,2025-07-18,10,TV,4,10,1,understand,wife,one,549778.68,white,whether,all,probably,environment,mind,1999
method,receive,responsibility,more,media,situation,882.0,2021-08-06,2020-09-10,yeah,Republican,back,770.08,7473.24,this,act,drug,-14.475024,son,30.576255,7561.46,8358.37,past,somebody,2022-04-11,207415.83,198481.45,823363.36,2024-03-29,2023-05-23,model,2024-10-08,2025-02-17,8,down,5,5,10,half,form,certain,563454.53,activity,seat,go,exist,Republican,imagine,1991
kitchen,bit,fill,conference,letter,my,908.23,2020-09-26,2021-09-21,ready,position,fund,4465.78,5092.74,raise,seat,Republican,-3.123001,left,-143.446797,9638.78,6579.84,work,nearly,2024-10-30,666413.59,81036.48,596724.91,2023-06-19,2021-04-06,beyond,2021-08-08,2025-07-16,1,green,1,2,2,rock,many,similar,261628.45,city,defense,production,year,bar,behind,2019
ground,hair,notice,expect,woman,heart,830.99,2022-09-26,2024-02-21,bank,fly,southern,7172.65,3994.86,and,learn,room,-77.439684,accept,18.661939,7069.92,9494.77,front,worker,2022-03-21,105925.3,65481.12,80788.05,2020-09-20,2023-12-05,power,2020-10-06,2025-05-11,10,might,7,2,10,realize,image,paper,990472.02,travel,common,Mrs,boy,never,near,1961
nor,season,inside,respond,respond,another,177.63,2024-01-01,2022-02-09,here,public,story,7805.24,7465.51,new,service,action,81.565082,experience,-123.896852,2768.42,1025.24,run,provide,2021-10-10,598431.54,493237.42,269905.61,2024-12-24,2021-09-16,order,2023-04-24,2023-02-28,10,less,2,1,5,watch,part,city,388334.53,man,movie,professor,past,about,after,1970
than,free,manager,idea,east,avoid,384.05,2022-06-15,2023-06-11,effect,century,respond,7444.82,7867.41,claim,born,suggest,45.732249,local,-64.049368,8586.91,1595.56,industry,receive,2024-12-20,160162.73,814322.45,236465.38,2022-07-28,2020-08-24,air,2024-08-02,2025-02-20,1,so,7,9,4,stock,manager,respond,121023.45,local,name,final,event,other,company,1964
difficult,strong,fill,traditional,amount,despite,859.51,2024-03-05,2024-02-22,baby,window,or,7402.26,2065.34,series,account,hour,77.27408,sign,-138.220628,3576.97,6050.94,card,morning,2021-02-09,400283.89,720827.04,71149.88,2024-02-26,2023-01-07,life,2020-09-26,2023-05-03,10,off,4,8,8,task,radio,sound,336278.68,community,protect,best,message,such,Democrat,1928
explain,dog,price,today,only,affect,318.16,2021-08-29,2023-03-11,above,best,test,5953.57,2426.92,gun,step,onto,-58.220338,finally,171.893773,651.32,411.21,statement,six,2023-08-11,101112.17,279595.96,680682.57,2024-09-26,2022-06-11,rather,2022-02-15,2025-04-01,6,house,6,8,6,probably,they,commercial,400083.57,pull,charge,commercial,it,become,remember,1902
option,measure,show,well,off,lawyer,924.96,2024-08-04,2022-09-15,sure,cup,plan,4942.64,4192.69,work,senior,share,61.544024,family,-117.649108,7688.22,7812.68,age,itself,2020-10-12,937177.23,321465.52,163975.95,2022-03-09,2023-11-11,them,2023-11-14,2023-04-18,10,want,5,2,9,group,seem,across,776530.04,large,among,least,major,property,end,2000
note,lay,down,make,enter,team,985.52,2023-07-08,2023-10-14,lose,natural,through,6973.85,4190.48,ability,Republican,glass,65.765368,save,-167.076012,4456.24,7245.35,nature,whose,2023-02-27,854274.83,382576.59,457260.65,2021-04-08,2025-07-08,member,2024-03-20,2022-11-02,10,family,3,9,2,president,day,study,411402.95,boy,receive,there,sell,behavior,allow,2014
everyone,star,left,realize,only,thank,811.98,2021-03-06,2022-10-20,man,election,stay,2598.44,7608.18,increase,inside,affect,1.46089,total,12.950807,6235.32,3379.83,full,participant,2021-08-17,156575.46,429603.02,52784.57,2021-08-12,2021-08-07,apply,2024-09-28,2021-01-19,3,fish,1,10,5,land,difficult,her,640200.0,never,character,civil,wish,stand,imagine,1969
significant,resource,everyone,case,administration,Mrs,441.22,2020-10-10,2022-07-25,knowledge,rock,statement,4566.12,8070.27,result,side,throw,-26.237814,others,57.347008,3779.89,9694.87,everything,could,2021-09-06,248888.58,763424.22,625590.65,2023-11-16,2021-12-23,particular,2022-07-10,2024-01-29,2,possible,10,4,1,letter,person,yourself,967109.63,reveal,your,test,popular,business,the,1925
his,remain,card,glass,young,else,459.05,2023-09-30,2022-01-19,politics,stage,remember,3377.0,7948.96,music,goal,any,43.312741,that,-175.117694,7647.09,7806.89,main,various,2020-12-18,38175.66,949096.39,39961.28,2024-12-10,2022-01-18,image,2021-10-31,2021-04-10,2,same,4,4,1,what,they,fund,376748.49,student,beat,about,crime,treat,big,1918
magazine,try,about,remember,add,once,760.54,2024-02-24,2021-03-28,another,about,six,7442.47,6445.47,region,mother,day,56.761622,financial,-13.36604,6330.68,2613.66,fly,certainly,2024-04-27,453954.67,687954.32,570403.17,2022-06-17,2023-04-04,challenge,2024-03-04,2022-09-18,1,wide,1,6,3,cause,age,yet,932769.42,sort,analysis,price,personal,probably,position,1950
heart,training,drug,half,administration,never,49.88,2025-01-02,2022-03-13,reach,state,for,9725.13,9559.22,today,exactly,style,66.392167,several,-85.310051,2088.81,3678.8,spring,buy,2021-07-14,877074.26,668046.09,552969.7,2022-05-13,2025-03-05,know,2024-09-27,2023-02-13,9,single,7,9,5,huge,turn,other,708375.81,main,save,fly,year,Congress,rate,1929
yet,though,old,accept,serious,turn,440.21,2021-12-21,2025-01-03,law,might,positive,5853.37,9693.4,care,help,available,-79.196068,can,66.3411,2975.85,2731.63,almost,beautiful,2022-06-23,568677.51,835508.9,667403.74,2024-11-04,2022-08-05,toward,2024-09-05,2023-08-26,6,economy,7,6,1,product,size,onto,546617.29,moment,myself,million,head,easy,term,1946
piece,bill,young,throw,listen,stock,877.6,2020-09-16,2023-08-08,information,then,prevent,3149.94,4034.63,public,play,then,72.36907,garden,72.570545,2303.68,3730.58,floor,woman,2020-12-17,515400.79,416678.98,104328.74,2025-06-13,2022-05-25,family,2021-01-06,2023-05-27,10,vote,5,9,4,television,ten,food,590088.09,hear,oil,particularly,fall,happen,figure,1901
heavy,person,bed,yard,within,your,63.25,2023-11-22,2020-11-14,list,summer,bring,6736.8,8572.71,item,purpose,but,-70.317035,product,101.745552,7018.46,5174.63,why,bed,2021-09-24,55124.81,56193.33,739683.12,2025-04-08,2022-08-31,mention,2024-01-06,2021-09-03,10,actually,4,3,9,important,detail,success,440973.74,these,something,TV,sense,pick,line,1900
throw,know,investment,require,value,land,22.92,2024-01-31,2020-08-12,meeting,have,like,8051.03,2917.75,agreement,end,debate,-18.116868,them,-87.607073,9679.08,6021.83,positive,do,2025-05-07,25493.45,475708.12,698512.83,2024-01-30,2023-03-24,machine,2025-07-19,2025-05-30,6,economy,3,8,7,indicate,treat,once,255986.04,camera,since,professor,federal,wear,try,1923
board,product,gun,truth,conference,center,48.7,2022-03-29,2022-10-15,exactly,hand,PM,6175.03,9819.8,medical,stock,station,-69.646053,suffer,-90.029452,7359.21,5787.54,city,cell,2020-08-01,255356.44,591725.45,528255.55,2022-09-09,2021-03-13,give,2023-01-25,2021-02-10,4,on,10,1,8,specific,understand,carry,865057.11,hit,just,education,threat,part,meet,1965
must,be,hear,truth,trip,interview,247.4,2025-02-16,2021-08-25,side,member,mind,4075.58,9707.01,natural,crime,eye,-62.082124,morning,-139.826083,3387.14,821.11,energy,central,2020-12-07,742341.5,109708.18,469213.8,2022-11-17,2023-01-24,official,2021-04-26,2025-05-14,6,share,3,2,4,low,soon,expert,871793.14,success,yourself,manage,give,truth,prove,1908
market,director,age,mother,toward,hard,464.91,2023-12-14,2021-04-25,occur,put,young,2455.43,6229.01,skill,ask,top,55.731645,lawyer,-99.894595,7117.63,3838.1,north,strong,2022-07-01,520122.99,690423.19,865377.63,2022-10-17,2021-06-27,leave,2025-03-10,2024-02-23,1,see,3,4,2,idea,sense,character,189756.14,and,check,quickly,yard,discussion,memory,2004
education,person,receive,cup,exist,organization,114.55,2021-01-03,2021-01-28,mother,sing,now,6361.71,1266.54,consider,group,control,32.707773,wife,-129.033467,4098.09,8604.62,college,wear,2021-10-29,176356.59,784065.26,826045.55,2022-01-06,2020-12-29,level,2021-08-03,2023-07-13,4,visit,5,8,3,thought,blood,page,598086.27,positive,reach,guy,beat,answer,idea,2016
