identifier_Id,lot_lotnum,lot_lotsize1,lot_lotsize2,lot_pooltype,area_blockNum,area_subdname,area_taxcodearea,address_line1,address_locality,address_postal2,address_postal3,location_accuracy,location_geoIdV4_CO,summary_proptype,summary_propertyType,summary_yearbuilt,summary_propIndicator,utilities_coolingtype,utilities_heatingtype,building_size_bldgsize,building_size_grosssize,building_size_grosssizeadjusted,building_size_livingsize,building_size_sizeInd,building_size_universalsize,building_rooms_bathsfull,building_rooms_bathstotal,building_interior_bsmtsize,building_interior_bsmttype,building_interior_fplcind,building_interior_fplctype,building_construction_constructiontype,building_construction_roofcover,building_construction_roofShape,building_construction_wallType,building_parking_garagetype,building_parking_prkgSize,building_parking_prkgSpaces,building_parking_prkgType,building_summary_archStyle,building_summary_bldgType,building_summary_imprType,building_summary_levels,building_summary_quality,building_summary_storyDesc,building_summary_viewCode,sale_amount_saletranstype,sale_amount_saleamt,sale_calculation_pricepersizeunit
353,13,0.2,4200,NO POOL,2,Subdivision 2,TX1,1352 Main St,City2,ZIP2-52,ZIP3-2,ROOFTOP,CO352,Single Family,Residential,2002,Y,Central,Electric,1704,1904,1804,1654,Actual,1754,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,252,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,452000,122
354,14,0.25,4300,POOL,3,Subdivision 3,TX2,1353 Main St,City3,ZIP2-53,ZIP3-3,ROOFTOP,CO353,Condo,Residential,2003,Y,,Electric,1706,1906,1806,1656,Actual,1756,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,253,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,453000,123
355,15,0.3,4400,NO POOL,4,Subdivision 4,TX0,1354 Main St,City4,ZIP2-54,ZIP3-4,ROOFTOP,CO354,Single Family,Residential,2004,Y,Central,Gas,1708,1908,1808,1658,Actual,1758,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,254,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,454000,124
356,16,0.35,4500,POOL,5,Subdivision 0,TX1,1355 Main St,City5,ZIP2-55,ZIP3-5,ROOFTOP,CO355,Condo,Residential,2005,Y,,Electric,1710,1910,1810,1660,Actual,1760,3,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,255,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,455000,125
357,17,0.4,4600,NO POOL,6,Subdivision 1,TX2,1356 Main St,City6,ZIP2-56,ZIP3-6,ROOFTOP,CO356,Single Family,Residential,2006,Y,Central,Electric,1712,1912,1812,1662,Actual,1762,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,256,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,456000,126
358,18,0.45,4700,POOL,7,Subdivision 2,TX0,1357 Main St,City7,ZIP2-57,ZIP3-7,ROOFTOP,CO357,Condo,Residential,2007,Y,,Gas,1714,1914,1814,1664,Actual,1764,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,257,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,457000,127
359,19,0.5,4800,NO POOL,8,Subdivision 3,TX1,1358 Main St,City8,ZIP2-58,ZIP3-8,ROOFTOP,CO358,Single Family,Residential,2008,Y,Central,Electric,1716,1916,1816,1666,Actual,1766,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,258,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,458000,128
360,20,0.55,4900,POOL,9,Subdivision 4,TX2,1359 Main St,City9,ZIP2-59,ZIP3-9,ROOFTOP,CO359,Condo,Residential,2009,Y,,Electric,1718,1918,1818,1668,Actual,1768,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,259,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,459000,129
361,1,0.1,5000,NO POOL,0,Subdivision 0,TX0,1360 Main St,City0,ZIP2-60,ZIP3-10,ROOFTOP,CO360,Single Family,Residential,2010,N,Central,Gas,1720,1920,1820,1670,Actual,1770,2,2.5,0,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,260,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,460000,100
362,2,0.15,5100,POOL,1,Subdivision 1,TX1,1361 Main St,City1,ZIP2-61,ZIP3-11,ROOFTOP,CO361,Condo,Residential,2011,Y,,Electric,1722,1922,1822,1672,Actual,1772,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,261,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,461000,101
363,3,0.2,5200,NO POOL,2,Subdivision 2,TX2,1362 Main St,City2,ZIP2-62,ZIP3-12,ROOFTOP,CO362,Single Family,Residential,2012,Y,Central,Electric,1724,1924,1824,1674,Actual,1774,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,262,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,462000,102
364,4,0.25,5300,POOL,3,Subdivision 3,TX0,1363 Main St,City3,ZIP2-63,ZIP3-13,ROOFTOP,CO363,Condo,Residential,2013,Y,,Gas,1726,1926,1826,1676,Actual,1776,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,263,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,463000,103
365,5,0.3,5400,NO POOL,4,Subdivision 4,TX1,1364 Main St,City4,ZIP2-64,ZIP3-14,ROOFTOP,CO364,Single Family,Residential,2014,Y,Central,Electric,1728,1928,1828,1678,Actual,1778,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,264,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,464000,104
366,6,0.35,5500,POOL,5,Subdivision 0,TX2,1365 Main St,City5,ZIP2-65,ZIP3-15,ROOFTOP,CO365,Condo,Residential,2015,Y,,Electric,1730,1930,1830,1680,Actual,1780,4,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,265,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,465000,105
367,7,0.4,5600,NO POOL,6,Subdivision 1,TX0,1366 Main St,City6,ZIP2-66,ZIP3-16,ROOFTOP,CO366,Single Family,Residential,2016,Y,Central,Gas,1732,1932,1832,1682,Actual,1782,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,266,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,466000,106
368,8,0.45,5700,POOL,7,Subdivision 2,TX1,1367 Main St,City7,ZIP2-67,ZIP3-17,ROOFTOP,CO367,Condo,Residential,2017,Y,,Electric,1734,1934,1834,1684,Actual,1784,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,267,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,467000,107
369,9,0.5,5800,NO POOL,8,Subdivision 3,TX2,1368 Main St,City8,ZIP2-68,ZIP3-18,ROOFTOP,CO368,Single Family,Residential,2018,Y,Central,Electric,1736,1936,1836,1686,Actual,1786,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,268,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,468000,108
370,10,0.55,5900,POOL,9,Subdivision 4,TX0,1369 Main St,City9,ZIP2-69,ZIP3-19,ROOFTOP,CO369,Condo,Residential,2019,Y,,Gas,1738,1938,1838,1688,Actual,1788,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,269,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,469000,109
371,11,0.1,6000,NO POOL,0,Subdivision 0,TX1,1370 Main St,City0,ZIP2-70,ZIP3-20,ROOFTOP,CO370,Single Family,Residential,2020,N,Central,Electric,1740,1940,1840,1690,Actual,1790,3,2.5,500,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,270,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,470000,110
372,12,0.15,6100,POOL,1,Subdivision 1,TX2,1371 Main St,City1,ZIP2-71,ZIP3-21,ROOFTOP,CO371,Condo,Residential,2021,Y,,Electric,1742,1942,1842,1692,Actual,1792,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,271,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,471000,111
373,13,0.2,6200,NO POOL,2,Subdivision 2,TX0,1372 Main St,City2,ZIP2-72,ZIP3-22,ROOFTOP,CO372,Single Family,Residential,2022,Y,Central,Gas,1744,1944,1844,1694,Actual,1794,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,272,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,472000,112
374,14,0.25,6300,POOL,3,Subdivision 3,TX1,1373 Main St,City3,ZIP2-73,ZIP3-23,ROOFTOP,CO373,Condo,Residential,2023,Y,,Electric,1746,1946,1846,1696,Actual,1796,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,273,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,473000,113
375,15,0.3,6400,NO POOL,4,Subdivision 4,TX2,1374 Main St,City4,ZIP2-74,ZIP3-24,ROOFTOP,CO374,Single Family,Residential,2024,Y,Central,Electric,1748,1948,1848,1698,Actual,1798,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,274,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,474000,114
376,16,0.35,6500,POOL,5,Subdivision 0,TX0,1375 Main St,City5,ZIP2-75,ZIP3-25,ROOFTOP,CO375,Condo,Residential,1950,Y,,Gas,1750,1950,1850,1700,Actual,1800,2,3.0,500,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,275,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,475000,115
377,17,0.4,6600,NO POOL,6,Subdivision 1,TX1,1376 Main St,City6,ZIP2-76,ZIP3-26,ROOFTOP,CO376,Single Family,Residential,1951,Y,Central,Electric,1752,1952,1852,1702,Actual,1802,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,276,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,476000,116
378,18,0.45,6700,POOL,7,Subdivision 2,TX2,1377 Main St,City7,ZIP2-77,ZIP3-27,ROOFTOP,CO377,Condo,Residential,1952,Y,,Electric,1754,1954,1854,1704,Actual,1804,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,277,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,477000,117
379,19,0.5,6800,NO POOL,8,Subdivision 3,TX0,1378 Main St,City8,ZIP2-78,ZIP3-28,ROOFTOP,CO378,Single Family,Residential,1953,Y,Central,Gas,1756,1956,1856,1706,Actual,1806,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,278,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,478000,118
380,20,0.55,6900,POOL,9,Subdivision 4,TX1,1379 Main St,City9,ZIP2-79,ZIP3-29,ROOFTOP,CO379,Condo,Residential,1954,Y,,Electric,1758,1958,1858,1708,Actual,1808,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,279,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,479000,119
381,1,0.1,7000,NO POOL,0,Subdivision 0,TX2,1380 Main St,City0,ZIP2-80,ZIP3-30,ROOFTOP,CO380,Single Family,Residential,1955,N,Central,Electric,1760,1960,1860,1710,Actual,1810,4,2.5,0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,280,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,480000,120
382,2,0.15,7100,POOL,1,Subdivision 1,TX0,1381 Main St,City1,ZIP2-81,ZIP3-31,ROOFTOP,CO381,Condo,Residential,1956,Y,,Gas,1762,1962,1862,1712,Actual,1812,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,281,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,481000,121
383,3,0.2,7200,NO POOL,2,Subdivision 2,TX1,1382 Main St,City2,ZIP2-82,ZIP3-32,ROOFTOP,CO382,Single Family,Residential,1957,Y,Central,Electric,1764,1964,1864,1714,Actual,1814,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,282,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,482000,122
384,4,0.25,7300,POOL,3,Subdivision 3,TX2,1383 Main St,City3,ZIP2-83,ZIP3-33,ROOFTOP,CO383,Condo,Residential,1958,Y,,Electric,1766,1966,1866,1716,Actual,1816,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,283,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,483000,123
385,5,0.3,7400,NO POOL,4,Subdivision 4,TX0,1384 Main St,City4,ZIP2-84,ZIP3-34,ROOFTOP,CO384,Single Family,Residential,1959,Y,Central,Gas,1768,1968,1868,1718,Actual,1818,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,284,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,484000,124
386,6,0.35,7500,POOL,5,Subdivision 0,TX1,1385 Main St,City5,ZIP2-85,ZIP3-35,ROOFTOP,CO385,Condo,Residential,1960,Y,,Electric,1770,1970,1870,1720,Actual,1820,3,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,285,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,485000,125
387,7,0.4,7600,NO POOL,6,Subdivision 1,TX2,1386 Main St,City6,ZIP2-86,ZIP3-36,ROOFTOP,CO386,Single Family,Residential,1961,Y,Central,Electric,1772,1972,1872,1722,Actual,1822,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,286,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,486000,126
388,8,0.45,7700,POOL,7,Subdivision 2,TX0,1387 Main St,City7,ZIP2-87,ZIP3-37,ROOFTOP,CO387,Condo,Residential,1962,Y,,Gas,1774,1974,1874,1724,Actual,1824,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,287,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,487000,127
389,9,0.5,7800,NO POOL,8,Subdivision 3,TX1,1388 Main St,City8,ZIP2-88,ZIP3-38,ROOFTOP,CO388,Single Family,Residential,1963,Y,Central,Electric,1776,1976,1876,1726,Actual,1826,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,288,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,488000,128
390,10,0.55,7900,POOL,9,Subdivision 4,TX2,1389 Main St,City9,ZIP2-89,ZIP3-39,ROOFTOP,CO389,Condo,Residential,1964,Y,,Electric,1778,1978,1878,1728,Actual,1828,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,289,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,489000,129
391,11,0.1,8000,NO POOL,0,Subdivision 0,TX0,1390 Main St,City0,ZIP2-90,ZIP3-40,ROOFTOP,CO390,Single Family,Residential,1965,N,Central,Gas,1780,1980,1880,1730,Actual,1830,2,2.5,500,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,290,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,490000,100
392,12,0.15,8100,POOL,1,Subdivision 1,TX1,1391 Main St,City1,ZIP2-91,ZIP3-41,ROOFTOP,CO391,Condo,Residential,1966,Y,,Electric,1782,1982,1882,1732,Actual,1832,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,291,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,491000,101
393,13,0.2,8200,NO POOL,2,Subdivision 2,TX2,1392 Main St,City2,ZIP2-92,ZIP3-42,ROOFTOP,CO392,Single Family,Residential,1967,Y,Central,Electric,1784,1984,1884,1734,Actual,1834,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,292,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,492000,102
394,14,0.25,8300,POOL,3,Subdivision 3,TX0,1393 Main St,City3,ZIP2-93,ZIP3-43,ROOFTOP,CO393,Condo,Residential,1968,Y,,Gas,1786,1986,1886,1736,Actual,1836,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,293,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,493000,103
395,15,0.3,8400,NO POOL,4,Subdivision 4,TX1,1394 Main St,City4,ZIP2-94,ZIP3-44,ROOFTOP,CO394,Single Family,Residential,1969,Y,Central,Electric,1788,1988,1888,1738,Actual,1838,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,294,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,494000,104
396,16,0.35,8500,POOL,5,Subdivision 0,TX2,1395 Main St,City5,ZIP2-95,ZIP3-45,ROOFTOP,CO395,Condo,Residential,1970,Y,,Electric,1790,1990,1890,1740,Actual,1840,4,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,295,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,495000,105
397,17,0.4,8600,NO POOL,6,Subdivision 1,TX0,1396 Main St,City6,ZIP2-96,ZIP3-46,ROOFTOP,CO396,Single Family,Residential,1971,Y,Central,Gas,1792,1992,1892,1742,Actual,1842,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,296,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,496000,106
398,18,0.45,8700,POOL,7,Subdivision 2,TX1,1397 Main St,City7,ZIP2-97,ZIP3-47,ROOFTOP,CO397,Condo,Residential,1972,Y,,Electric,1794,1994,1894,1744,Actual,1844,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,297,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,497000,107
399,19,0.5,8800,NO POOL,8,Subdivision 3,TX2,1398 Main St,City8,ZIP2-98,ZIP3-48,ROOFTOP,CO398,Single Family,Residential,1973,Y,Central,Electric,1796,1996,1896,1746,Actual,1846,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,298,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,498000,108
400,20,0.55,8900,POOL,9,Subdivision 4,TX0,1399 Main St,City9,ZIP2-99,ZIP3-49,ROOFTOP,CO399,Condo,Residential,1974,Y,,Gas,1798,1998,1898,1748,Actual,1848,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,299,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,499000,109
401,1,0.1,4000,NO POOL,0,Subdivision 0,TX1,1400 Main St,City0,ZIP2-0,ZIP3-0,ROOFTOP,CO400,Single Family,Residential,1975,N,Central,Electric,1800,2000,1900,1750,Actual,1850,3,2.5,0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,200,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,500000,110
402,2,0.15,4100,POOL,1,Subdivision 1,TX2,1401 Main St,City1,ZIP2-1,ZIP3-1,ROOFTOP,CO401,Condo,Residential,1976,Y,,Electric,1802,2002,1902,1752,Actual,1852,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,201,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,501000,111
403,3,0.2,4200,NO POOL,2,Subdivision 2,TX0,1402 Main St,City2,ZIP2-2,ZIP3-2,ROOFTOP,CO402,Single Family,Residential,1977,Y,Central,Gas,1804,2004,1904,1754,Actual,1854,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,202,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,502000,112
404,4,0.25,4300,POOL,3,Subdivision 3,TX1,1403 Main St,City3,ZIP2-3,ZIP3-3,ROOFTOP,CO403,Condo,Residential,1978,Y,,Electric,1806,2006,1906,1756,Actual,1856,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,203,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,503000,113
405,5,0.3,4400,NO POOL,4,Subdivision 4,TX2,1404 Main St,City4,ZIP2-4,ZIP3-4,ROOFTOP,CO404,Single Family,Residential,1979,Y,Central,Electric,1808,2008,1908,1758,Actual,1858,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,204,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,504000,114
406,6,0.35,4500,POOL,5,Subdivision 0,TX0,1405 Main St,City5,ZIP2-5,ZIP3-5,ROOFTOP,CO405,Condo,Residential,1980,Y,,Gas,1810,2010,1910,1760,Actual,1860,2,3.0,500,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,205,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,505000,115
407,7,0.4,4600,NO POOL,6,Subdivision 1,TX1,1406 Main St,City6,ZIP2-6,ZIP3-6,ROOFTOP,CO406,Single Family,Residential,1981,Y,Central,Electric,1812,2012,1912,1762,Actual,1862,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,206,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,506000,116
408,8,0.45,4700,POOL,7,Subdivision 2,TX2,1407 Main St,City7,ZIP2-7,ZIP3-7,ROOFTOP,CO407,Condo,Residential,1982,Y,,Electric,1814,2014,1914,1764,Actual,1864,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,207,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,507000,117
409,9,0.5,4800,NO POOL,8,Subdivision 3,TX0,1408 Main St,City8,ZIP2-8,ZIP3-8,ROOFTOP,CO408,Single Family,Residential,1983,Y,Central,Gas,1816,2016,1916,1766,Actual,1866,2,2.5,0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,208,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,508000,118
410,10,0.55,4900,POOL,9,Subdivision 4,TX1,1409 Main St,City9,ZIP2-9,ZIP3-9,ROOFTOP,CO409,Condo,Residential,1984,Y,,Electric,1818,2018,1918,1768,Actual,1868,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,209,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,509000,119
411,11,0.1,5000,NO POOL,0,Subdivision 0,TX2,1410 Main St,City0,ZIP2-10,ZIP3-10,ROOFTOP,CO410,Single Family,Residential,1985,N,Central,Electric,1820,2020,1920,1770,Actual,1870,4,2.5,500,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,210,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,510000,120
412,12,0.15,5100,POOL,1,Subdivision 1,TX0,1411 Main St,City1,ZIP2-11,ZIP3-11,ROOFTOP,CO411,Condo,Residential,1986,Y,,Gas,1822,2022,1922,1772,Actual,1872,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,211,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,511000,121
413,13,0.2,5200,NO POOL,2,Subdivision 2,TX1,1412 Main St,City2,ZIP2-12,ZIP3-12,ROOFTOP,CO412,Single Family,Residential,1987,Y,Central,Electric,1824,2024,1924,1774,Actual,1874,3,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,212,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,512000,122
414,14,0.25,5300,POOL,3,Subdivision 3,TX2,1413 Main St,City3,ZIP2-13,ZIP3-13,ROOFTOP,CO413,Condo,Residential,1988,Y,,Electric,1826,2026,1926,1776,Actual,1876,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,213,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,513000,123
415,15,0.3,5400,NO POOL,4,Subdivision 4,TX0,1414 Main St,City4,ZIP2-14,ZIP3-14,ROOFTOP,CO414,Single Family,Residential,1989,Y,Central,Gas,1828,2028,1928,1778,Actual,1878,2,2.5,500,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,214,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,514000,124
416,16,0.35,5500,POOL,5,Subdivision 0,TX1,1415 Main St,City5,ZIP2-15,ZIP3-15,ROOFTOP,CO415,Condo,Residential,1990,Y,,Electric,1830,2030,1930,1780,Actual,1880,3,3.0,500,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,215,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,515000,125
417,17,0.4,5600,NO POOL,6,Subdivision 1,TX2,1416 Main St,City6,ZIP2-16,ZIP3-16,ROOFTOP,CO416,Single Family,Residential,1991,Y,Central,Electric,1832,2032,1932,1782,Actual,1882,4,2.5,0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,216,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,516000,126
418,18,0.45,5700,POOL,7,Subdivision 2,TX0,1417 Main St,City7,ZIP2-17,ZIP3-17,ROOFTOP,CO417,Condo,Residential,1992,Y,,Gas,1834,2034,1934,1784,Actual,1884,2,3.0,500,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,217,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,517000,127
419,19,0.5,5800,NO POOL,8,Subdivision 3,TX1,1418 Main St,City8,ZIP2-18,ZIP3-18,ROOFTOP,CO418,Single Family,Residential,1993,Y,Central,Electric,1836,2036,1936,1786,Actual,1886,3,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,218,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,518000,128
420,20,0.55,5900,POOL,9,Subdivision 4,TX2,1419 Main St,City9,ZIP2-19,ZIP3-19,ROOFTOP,CO419,Condo,Residential,1994,Y,,Electric,1838,2038,1938,1788,Actual,1888,4,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,219,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,519000,129
421,1,0.1,6000,NO POOL,0,Subdivision 0,TX0,1420 Main St,City0,ZIP2-20,ZIP3-20,ROOFTOP,CO420,Single Family,Residential,1995,N,Central,Gas,1840,2040,1940,1790,Actual,1890,2,2.5,0,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,220,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,520000,100
422,2,0.15,6100,POOL,1,Subdivision 1,TX1,1421 Main St,City1,ZIP2-21,ZIP3-21,ROOFTOP,CO421,Condo,Residential,1996,Y,,Electric,1842,2042,1942,1792,Actual,1892,3,3.0,500,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,221,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,521000,101
423,3,0.2,6200,NO POOL,2,Subdivision 2,TX2,1422 Main St,City2,ZIP2-22,ZIP3-22,ROOFTOP,CO422,Single Family,Residential,1997,Y,Central,Electric,1844,2044,1944,1794,Actual,1894,4,2.5,500,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,222,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,522000,102
